Nationaliteiten,Geslacht,Leeftijd,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
Nederlands,Vrouwen,65 tot 70 jaar,0,1,0,0,10.699336875616986,44.09246088058348,12.507496421822784,6.942027473764643,3,3,0
Nederlands,Vrouwen,45 tot 50 jaar,0,1,1,0,9.13181952992204,51.85590793137096,9.496353983937281,7.7019684197715925,4,2,0
Nederlands,Vrouwen,15 tot 20 jaar,1,0,0,0,13.424903589939442,37.66682531996808,21.465430243966168,10.167240311013451,4,2,1
Totaal niet-Nederlandse nationaliteit,Mannen,20 tot 25 jaar,1,1,0,0,13.351613765254605,49.7557434672957,26.878914158701875,7.315579064317089,3,3,0
Nederlands,Vrouwen,30 tot 35 jaar,1,1,0,1,3.9931566288639093,59.5813270097156,5.518852148173044,5.770914347038554,3,1,0
Totaal niet-Nederlandse nationaliteit,Mannen,40 tot 45 jaar,0,1,1,0,12.908751794135433,45.50961240726113,6.979761854074056,2.2464355768240325,8,1,0
Nederlands,Vrouwen,25 tot 30 jaar,1,0,0,0,2.774484632540938,62.790090944267064,6.016344458269375,4.914261941326635,3,4,0
Nederlands,Mannen,70 tot 75 jaar,1,1,0,0,17.23908076030981,64.60135027945107,24.129487213953865,7.522220950030771,5,0,0
Totaal niet-Nederlandse nationaliteit,Mannen,15 tot 20 jaar,1,0,0,1,15.36029706285888,34.23947878639045,9.077007067815268,8.137980560725108,2,1,0
Nederlands,Mannen,45 tot 50 jaar,1,1,0,0,5.021359041533641,99.09234795124965,9.27409859580139,3.2211447849083443,8,1,0
Totaal niet-Nederlandse nationaliteit,Mannen,25 tot 30 jaar,1,0,0,1,13.760217859710629,40.89017428133568,8.355424477517198,6.281080950963743,3,0,0
Nederlands,Vrouwen,70 tot 75 jaar,0,0,0,0,7.948962097050874,73.61815659891288,17.067806791073497,4.294442765223621,2,1,1
Nederlands,Vrouwen,30 tot 35 jaar,0,0,0,0,8.432580674546365,43.60595697975804,10.688836059240824,4.572469093384232,2,4,0
Nederlands,Mannen,35 tot 40 jaar,0,0,0,1,6.118187649381328,47.7421750515232,15.732335767813682,4.996913289615034,8,0,0
Nederlands,Vrouwen,15 tot 20 jaar,0,1,0,0,8.590412924774093,65.96381806499724,17.11457227504755,8.314501845240153,5,0,0
Totaal niet-Nederlandse nationaliteit,Mannen,40 tot 45 jaar,1,0,0,1,7.860739221117049,51.90849433428251,20.68191765277222,7.261678426609563,5,2,0
Nederlands,Vrouwen,15 tot 20 jaar,0,0,0,0,12.361448444664946,61.60526937088004,11.936243938394213,7.348132615089329,3,0,1
Nederlands,Vrouwen,65 tot 70 jaar,0,1,0,1,14.010618121516082,63.91247854061955,8.634157082104581,2.794122801834019,1,1,0
Nederlands,Mannen,55 tot 60 jaar,1,0,0,0,8.360389317467735,66.9358690533567,20.454507048385423,4.6359292898234115,3,3,1
Nederlands,Vrouwen,20 tot 25 jaar,0,1,0,1,9.21473084175206,47.48635585826325,2.330980767389189,6.153806051611315,1,2,0
Nederlands,Mannen,70 tot 75 jaar,0,0,0,1,9.914968495434684,67.65328357805004,19.513512678436317,2.06124960838071,4,1,0
Nederlands,Vrouwen,55 tot 60 jaar,1,1,0,0,11.807636203368167,59.40585359766992,18.90563121914565,7.099541819020977,3,3,0
Nederlands,Mannen,65 tot 70 jaar,1,0,0,0,12.843796816397763,50.7444951448985,5.988932883404132,5.4804264362460415,4,3,0
Nederlands,Vrouwen,55 tot 60 jaar,0,0,0,0,10.905519701826902,72.35066044274664,21.43745494625263,1.875538694406988,5,0,1
Nederlands,Vrouwen,45 tot 50 jaar,0,1,0,0,7.685743979290127,67.14574276873697,3.882081699877208,5.307105897366666,3,0,0
Nederlands,Vrouwen,55 tot 60 jaar,1,1,0,0,13.60771474175909,63.282459729385025,27.107234564100615,6.927607480710779,3,4,0
Nederlands,Mannen,25 tot 30 jaar,1,0,0,0,6.459897834047116,74.05567592445361,13.845319445264566,5.319086170409619,5,0,0
Nederlands,Mannen,15 tot 20 jaar,1,0,1,1,7.9200962057024675,64.17458521164015,22.05414794814486,8.995253136152556,9,1,1
Nederlands,Vrouwen,35 tot 40 jaar,1,1,0,0,0.13079071925794494,58.47365267809705,28.580215797226757,3.788502671130189,2,1,0
Nederlands,Vrouwen,50 tot 55 jaar,0,1,1,0,6.58113925627861,63.30651784485031,12.52386512118306,3.5570561872824293,1,0,0
Nederlands,Vrouwen,35 tot 40 jaar,0,1,1,0,12.138624999426717,51.040385096604986,24.40324738078377,5.42949887044402,3,4,1
Nederlands,Vrouwen,30 tot 35 jaar,1,0,1,0,6.048706567726553,32.51403483335542,15.818654493537128,6.762307745295272,1,3,0
Nederlands,Vrouwen,55 tot 60 jaar,1,0,0,0,12.827557759880298,65.006581072408,14.516273273120843,2.550640089202459,3,1,1
Totaal niet-Nederlandse nationaliteit,Mannen,55 tot 60 jaar,1,0,1,1,9.976050550287976,90.49335174234805,32.963456317721665,6.047013314177093,5,3,1
Nederlands,Mannen,20 tot 25 jaar,0,0,1,1,8.707969582386339,53.39648327493177,19.20494577962198,7.460605984518017,3,1,1
Totaal niet-Nederlandse nationaliteit,Mannen,35 tot 40 jaar,1,0,1,0,11.702433547416076,19.834667435484985,7.827642696083423,9.143227937895546,3,2,0
Nederlands,Vrouwen,15 tot 20 jaar,0,0,1,0,3.176278544937131,64.34029763419743,16.46926819369221,8.817161930101575,3,3,0
Nederlands,Vrouwen,55 tot 60 jaar,0,0,0,0,6.430195029098207,58.28437982714469,15.622917969265231,9.040550772098404,3,2,0
Nederlands,Vrouwen,45 tot 50 jaar,1,0,0,0,7.351382253770596,49.420054390009966,24.555038313599724,5.653961082347624,3,2,1
Nederlands,Mannen,15 tot 20 jaar,0,0,1,0,8.589501272117948,50.535203685665586,14.979500507810897,9.46003834305192,6,0,0
Nederlands,Mannen,25 tot 30 jaar,1,0,1,0,12.026620809902704,50.18638609341372,7.887186418718336,7.195036241539498,4,4,0
Nederlands,Mannen,55 tot 60 jaar,1,0,1,0,10.747940902670766,48.053633181347756,19.911796823097035,2.7574617200859297,3,1,0
Nederlands,Vrouwen,55 tot 60 jaar,0,0,0,1,10.204466537006065,37.94123422539826,-1.5563698517242877,6.52567796202024,2,1,0
Totaal niet-Nederlandse nationaliteit,Mannen,40 tot 45 jaar,1,1,1,0,12.177183898910018,58.05961094752791,28.172690078953693,6.791870572446429,7,2,0
Nederlands,Vrouwen,35 tot 40 jaar,0,1,0,1,5.834592219613668,55.18424246270755,17.359245753530157,4.185680189651727,4,5,0
Nederlands,Mannen,50 tot 55 jaar,1,0,0,1,17.6914551181591,71.57309537309432,18.19684739870557,6.405432318885045,2,4,1
Nederlands,Vrouwen,45 tot 50 jaar,0,1,1,0,3.2449671699309826,39.60274157165226,12.331116192898708,8.622684872874338,3,3,0
Nederlands,Mannen,65 tot 70 jaar,1,0,0,0,8.030817260411997,54.722145746220896,10.233199533231701,7.313607598134843,6,1,1
Nederlands,Vrouwen,25 tot 30 jaar,0,1,0,0,5.2235328926602005,37.547228442202865,16.539529598278218,3.1443520727619396,6,0,0
Nederlands,Mannen,20 tot 25 jaar,0,1,0,0,13.835841097442755,33.78470139004256,17.851362527617617,8.212115659382729,2,1,0
Nederlands,Mannen,50 tot 55 jaar,1,1,0,1,9.280074280401463,70.82658752662263,12.58666097344086,2.517939089567412,2,1,0
Nederlands,Mannen,65 tot 70 jaar,0,1,0,1,11.84569237860631,58.486087901175395,17.102983609665458,10.280725954464309,2,2,0
Nederlands,Vrouwen,15 tot 20 jaar,1,1,0,1,10.761323615411705,33.248297856870884,16.632302819306236,6.803163309600961,4,2,0
Nederlands,Vrouwen,70 tot 75 jaar,0,0,0,0,5.8079763795936366,46.568496649961276,12.307687571120995,5.673728519523124,2,1,0
Nederlands,Vrouwen,55 tot 60 jaar,1,1,0,0,13.59497747371021,59.26496346639031,13.737191663422973,3.925074818219063,4,1,0
Nederlands,Vrouwen,30 tot 35 jaar,1,1,0,0,8.455193957849172,59.780575163776625,21.034454704494546,5.097275925336457,2,6,0
Nederlands,Mannen,30 tot 35 jaar,0,0,1,0,11.426793488513908,69.70117227163453,21.999362565010703,6.257463062580979,2,2,0
Nederlands,Vrouwen,55 tot 60 jaar,0,0,0,0,10.05660231341804,63.90229259563418,26.12625223692031,4.309032099735147,4,4,0
Nederlands,Mannen,15 tot 20 jaar,1,0,0,1,12.854987618814471,75.55958892289463,19.441848962820806,7.0001339019721005,5,2,0
Nederlands,Vrouwen,55 tot 60 jaar,1,0,0,0,5.464658080370775,25.90634935211375,17.341869436885343,6.841836896200355,6,2,0
Totaal niet-Nederlandse nationaliteit,Vrouwen,35 tot 40 jaar,0,1,0,0,10.476769361896642,40.42524102491641,7.899930799953216,3.8328071967975954,3,2,0
Nederlands,Vrouwen,50 tot 55 jaar,0,1,0,1,8.52984199959243,56.44298896547152,12.599566919522934,5.453893903635019,2,4,0
Nederlands,Mannen,25 tot 30 jaar,0,0,0,0,7.940716553915475,40.172784607205124,20.615902903982786,8.048809518776753,8,1,0
Nederlands,Mannen,65 tot 70 jaar,0,0,1,1,9.6612371323633,57.056187797573884,3.817498387986774,5.41102317448622,6,0,0
Nederlands,Vrouwen,50 tot 55 jaar,1,0,0,0,3.299423223773612,39.746091226737676,11.391491546857795,3.4294600228505665,3,4,0
Nederlands,Mannen,70 tot 75 jaar,1,0,0,0,9.393067526937456,65.16623667061215,24.77183354254619,6.183223126467734,6,2,0
Nederlands,Mannen,45 tot 50 jaar,1,0,1,0,9.94963481002577,68.26213367342456,17.32360263022679,4.565481012946607,7,1,0
Nederlands,Mannen,55 tot 60 jaar,1,1,1,0,9.889453504678103,61.61033266755223,20.093080653787215,2.088281469986802,9,0,0
Nederlands,Vrouwen,25 tot 30 jaar,0,0,0,1,14.710060376899875,61.473209873349504,12.384227650763526,5.269535560917557,5,0,0
Nederlands,Mannen,35 tot 40 jaar,1,0,0,0,9.025232175342493,72.26288801855944,26.611836349898354,3.871876672712973,3,0,0
Nederlands,Vrouwen,20 tot 25 jaar,0,0,1,0,6.235347999126175,19.27507897617701,27.789140724461845,5.5327075171237405,2,4,0
Nederlands,Mannen,25 tot 30 jaar,0,1,1,0,7.376648953106699,30.38681698731013,10.125181019127117,5.199382356936469,4,1,0
Nederlands,Mannen,30 tot 35 jaar,1,1,0,0,8.342929681598523,64.85699381178767,31.260429228260598,5.5941169653294684,3,2,1
Nederlands,Vrouwen,45 tot 50 jaar,0,1,0,1,10.920078696488293,60.525880768327546,21.332057495169806,7.736354251534795,2,2,0
Nederlands,Vrouwen,15 tot 20 jaar,1,0,0,1,2.480690063602903,67.1946436058414,16.936141690262524,8.847648503944422,3,2,0
Nederlands,Mannen,65 tot 70 jaar,0,1,1,0,11.333283470572526,79.84318196853395,-4.004595636686105,2.658639694368521,7,2,0
Totaal niet-Nederlandse nationaliteit,Vrouwen,15 tot 20 jaar,0,1,0,0,8.3377019095113,47.89701099287052,25.781053231483238,9.229169015412678,2,3,1
Nederlands,Vrouwen,35 tot 40 jaar,0,1,0,0,12.833600733833988,19.462639801666977,13.226207855268065,8.875942169637542,3,4,0
Nederlands,Vrouwen,50 tot 55 jaar,1,0,0,1,10.286052853987695,56.56677324139082,12.358387916875433,5.049591330674154,2,0,0
Nederlands,Vrouwen,50 tot 55 jaar,1,0,0,1,4.671018313150816,74.13051820594104,17.689452657132847,8.236345403869588,2,1,0
Nederlands,Mannen,55 tot 60 jaar,1,1,0,0,10.667755970862997,55.064682939153116,6.9283941450784035,8.580334504933658,2,1,0
Totaal niet-Nederlandse nationaliteit,Vrouwen,40 tot 45 jaar,0,1,1,1,9.839517571911902,60.442214427418016,21.801220574724653,1.3820215318061493,0,2,0
Nederlands,Vrouwen,60 tot 65 jaar,1,1,0,0,7.64484185534282,81.39596146145402,18.79031818219793,5.884061132873621,3,2,0
Nederlands,Mannen,50 tot 55 jaar,1,1,0,1,13.974647651949512,69.274903418674,35.981459070628716,4.437542887987122,5,1,1
Nederlands,Vrouwen,50 tot 55 jaar,1,0,1,0,10.372329081678412,56.76702104356268,10.146490711433913,6.273130772178395,3,3,0
Nederlands,Mannen,60 tot 65 jaar,0,1,1,1,9.595145254886392,48.51353159919248,20.567648008918784,7.7968592584391825,5,1,1
Nederlands,Mannen,20 tot 25 jaar,0,0,0,0,12.625674810360533,53.77481773664773,24.198154262658605,7.879955695916824,4,1,0
Nederlands,Vrouwen,50 tot 55 jaar,1,1,1,1,13.912261978297858,68.152875366454,11.081241221712416,10.424733549349773,2,1,0
Nederlands,Vrouwen,60 tot 65 jaar,0,0,0,1,7.4851918637054835,42.6706917269298,18.2765108762617,9.200073373609197,5,2,0
Nederlands,Mannen,60 tot 65 jaar,1,0,0,1,6.570681115889102,80.92822922675536,23.390589475649765,3.3468697145491304,8,3,0
Totaal niet-Nederlandse nationaliteit,Vrouwen,25 tot 30 jaar,0,1,0,0,10.226800387283923,32.28072681141517,21.72902166954771,9.27336659578203,5,0,0
Nederlands,Vrouwen,30 tot 35 jaar,1,0,0,0,5.49553845710133,49.78193903204977,16.302815215181848,8.521490608880372,2,3,0
Nederlands,Vrouwen,55 tot 60 jaar,0,0,1,0,9.174922066799777,56.47331810745807,1.935854670444801,8.124379833881015,1,4,0
Nederlands,Vrouwen,50 tot 55 jaar,1,0,1,0,1.7334800727262607,57.46259288197633,31.525144829062633,3.0854636852665793,0,1,1
Nederlands,Mannen,20 tot 25 jaar,1,1,0,0,12.43475814510929,38.57630473421351,13.153135149721859,8.0385530841855,3,4,0
Nederlands,Vrouwen,55 tot 60 jaar,0,0,0,1,4.073689937763112,39.667046324779484,-6.977444338741606,3.484487411110233,1,3,0
Nederlands,Mannen,25 tot 30 jaar,0,0,1,1,12.268074440871171,52.96080345567984,14.35620467808731,3.55578062911499,7,1,0
Nederlands,Vrouwen,20 tot 25 jaar,0,1,0,0,5.509015997513973,53.71998798139644,16.317259141476665,9.398415499137299,4,2,0
Nederlands,Mannen,25 tot 30 jaar,1,1,1,1,10.43488314868881,77.26679629976368,25.756371373871215,4.040903514501685,4,1,1
Nederlands,Vrouwen,35 tot 40 jaar,0,1,0,1,2.57399540730401,59.4751580569488,13.265125377014595,2.4215574921732497,3,3,0
Nederlands,Mannen,35 tot 40 jaar,0,0,0,0,9.902595475574406,56.81301292889365,24.69378764028783,3.505177216544894,1,2,0
Nederlands,Mannen,40 tot 45 jaar,1,0,1,0,12.380462980064769,52.30309659139249,4.221140934814617,5.666183842374614,5,2,0
Nederlands,Mannen,25 tot 30 jaar,0,1,0,0,7.602211813604586,84.32080184386461,29.063709963981367,1.5143050887429839,5,2,1
Nederlands,Vrouwen,20 tot 25 jaar,0,0,1,0,8.918067755552624,68.9007718866081,19.076024079704894,9.246442228580392,2,2,1
Nederlands,Mannen,55 tot 60 jaar,0,0,1,0,8.244663611187054,65.05529138215608,19.99733205962938,6.614978089938589,4,1,1
Nederlands,Vrouwen,40 tot 45 jaar,0,1,1,0,7.9059573551659,61.56888113256034,-7.59339477316928,7.022725485843508,3,5,0
Nederlands,Mannen,45 tot 50 jaar,0,1,0,0,10.378481157453798,56.989292525669796,20.01426235962123,6.43094158704344,3,5,0
Nederlands,Vrouwen,70 tot 75 jaar,1,1,0,0,2.5023219650388624,61.18356812824018,17.54941334179281,5.400134610453979,2,0,0
Nederlands,Vrouwen,45 tot 50 jaar,1,0,1,1,11.865574752297414,81.16562551540568,21.961245158148298,5.433226678671366,3,0,0
Nederlands,Vrouwen,45 tot 50 jaar,1,1,1,1,8.847756648481308,63.555871699339974,13.456739076972392,7.063366597455423,2,2,0
Nederlands,Vrouwen,15 tot 20 jaar,0,1,0,1,5.911227439585444,62.924550163346886,22.69686238740843,8.462392587769978,6,0,0
Nederlands,Vrouwen,35 tot 40 jaar,1,1,0,1,11.13862056452699,64.28334913284102,1.868032394875641,3.2636215723425326,7,2,1
Nederlands,Vrouwen,70 tot 75 jaar,1,1,0,0,6.593292707507816,65.94091858911008,0.2076240821053119,6.496255320653481,2,2,0
Nederlands,Vrouwen,30 tot 35 jaar,1,0,0,0,8.016984073435054,55.82244498912923,9.78256056536279,7.182384513445938,3,4,0
Nederlands,Vrouwen,55 tot 60 jaar,0,1,1,1,7.283823008130791,59.81371288705548,23.608953420316844,4.15115157166862,1,2,0
Nederlands,Vrouwen,15 tot 20 jaar,0,1,1,0,6.2002266153707914,47.398191766178805,2.4579062979225643,8.561092931960017,2,2,0
Nederlands,Vrouwen,60 tot 65 jaar,1,0,0,0,4.536897533053372,50.27322127420246,13.422072521988994,2.744748524957415,2,1,0
Nederlands,Vrouwen,45 tot 50 jaar,1,0,0,0,8.720818964555198,60.44544756139545,17.308973711503054,6.059835636995978,5,2,0
Nederlands,Mannen,50 tot 55 jaar,0,1,0,1,7.989351753160342,25.518445246576643,27.752525694423333,7.021007698281737,6,1,0
Nederlands,Mannen,20 tot 25 jaar,1,1,1,1,9.402111211755157,51.10480451898279,17.643209096714532,9.472267499326737,5,3,0
Nederlands,Vrouwen,45 tot 50 jaar,0,1,0,0,5.905821740731005,83.75137445986054,14.046603697168624,3.2690154307263084,0,2,0
Nederlands,Vrouwen,40 tot 45 jaar,1,0,0,0,3.383755088378545,71.17148811233491,17.676051833886593,4.581158558914381,1,1,0
Nederlands,Vrouwen,70 tot 75 jaar,1,1,0,0,6.854870186643321,60.49658866146641,2.5387212560597927,6.937398129010846,3,0,1
Nederlands,Mannen,45 tot 50 jaar,1,0,0,0,14.558266005629218,39.752104208019595,5.885145998674208,4.367200661646216,3,2,0
Nederlands,Mannen,55 tot 60 jaar,0,1,0,0,6.865761439015683,49.27741740420551,8.577198032982997,3.6621562820873237,3,2,0
Nederlands,Vrouwen,70 tot 75 jaar,1,1,1,0,2.3559908682453568,58.95872965275732,17.610324312690878,3.0337622398472996,3,1,0
Nederlands,Mannen,20 tot 25 jaar,0,0,0,0,8.0332592839593,77.55656788667088,10.516813792024355,9.384151173603168,3,0,1
Nederlands,Vrouwen,35 tot 40 jaar,1,0,0,0,3.7451817339976388,51.40316166436669,14.806526048565688,6.507205045653609,4,4,0
Nederlands,Vrouwen,60 tot 65 jaar,0,0,0,1,2.29102839330189,68.39251690667007,8.865331275510666,2.256118061008121,3,5,0
Nederlands,Vrouwen,35 tot 40 jaar,1,0,1,1,7.141317688209242,52.337157581790116,15.103722577081081,2.0573718120734994,4,2,0
Nederlands,Mannen,55 tot 60 jaar,1,0,0,1,7.769056429253678,58.863762118320714,2.2943256937446534,4.590746250285395,3,2,0
Nederlands,Mannen,60 tot 65 jaar,0,0,0,1,4.917851353168716,36.284521849377704,-1.4504669607803358,7.536220095925048,7,1,0
Nederlands,Mannen,45 tot 50 jaar,1,0,0,0,14.81997067043686,52.40367928149119,19.198521085851347,4.947643447236261,2,1,0
Totaal niet-Nederlandse nationaliteit,Vrouwen,60 tot 65 jaar,1,0,1,0,9.599993414077444,79.96639266060896,10.53896377286346,6.357252154759457,3,3,0
Nederlands,Mannen,60 tot 65 jaar,0,1,1,1,8.233235361383626,27.501969946724447,16.757215719488794,5.666747903859801,4,2,0
Nederlands,Vrouwen,15 tot 20 jaar,0,1,0,0,11.363038945015235,21.215696187242358,-3.6097482888128276,3.9178731503976483,1,0,0
Nederlands,Mannen,65 tot 70 jaar,1,1,0,1,5.562800765816368,70.38976234743393,4.37598472265106,5.47945919581694,7,1,0
Nederlands,Mannen,45 tot 50 jaar,0,0,0,1,14.77614602508161,35.250386292910775,8.41861571905835,3.966531597876526,1,3,0
Nederlands,Mannen,15 tot 20 jaar,1,0,0,1,8.30614732160948,54.72173326003157,23.68622005057724,11.545177158625387,3,3,0
Nederlands,Vrouwen,35 tot 40 jaar,0,1,0,0,5.556311472163921,54.509506800688094,21.357124712890453,4.242635010291453,3,1,0
Nederlands,Mannen,15 tot 20 jaar,1,0,0,0,10.55125029732514,30.48120705783864,18.160972713741184,9.96771038111204,1,1,1
Nederlands,Vrouwen,50 tot 55 jaar,1,0,0,0,8.461865316904984,58.770361757164004,28.30605159527608,6.018104187450204,1,2,0
Nederlands,Mannen,55 tot 60 jaar,1,0,0,0,14.49609576630443,49.3402933857901,12.224575895956452,5.528129396915407,6,4,1
Nederlands,Vrouwen,20 tot 25 jaar,0,0,0,1,6.892922964508573,66.12911129108222,16.376344859241566,7.763811934580185,2,1,1
Totaal niet-Nederlandse nationaliteit,Vrouwen,35 tot 40 jaar,0,0,1,0,13.233429260130798,44.80150689867435,6.893876189088887,2.6302563998392614,3,1,0
Nederlands,Mannen,20 tot 25 jaar,0,1,0,1,9.092838133940067,75.50516964391659,19.095535223910147,5.766030376795367,6,1,1
Nederlands,Mannen,55 tot 60 jaar,1,1,0,0,10.973520009457454,67.32581632971558,23.517522940307316,6.024683194197669,2,1,1
Nederlands,Vrouwen,60 tot 65 jaar,0,0,0,0,8.23624531304966,50.584373106635326,20.706726145893384,8.017706960614618,2,0,0
Nederlands,Vrouwen,25 tot 30 jaar,0,1,0,1,9.299971852462726,44.50296609182786,10.383459563403957,1.354754275023212,3,0,0
Nederlands,Vrouwen,55 tot 60 jaar,0,1,0,1,3.1537251112737197,48.66467460287237,21.338260826045122,6.351247501575918,1,1,0
Nederlands,Vrouwen,40 tot 45 jaar,0,0,1,0,11.478194721231644,69.90441039588629,-3.7427973606917,8.34529990456565,3,3,0
Nederlands,Mannen,15 tot 20 jaar,0,0,0,1,9.334911893305591,56.22445169183859,19.780131338261583,6.730065318317467,2,0,0
Nederlands,Vrouwen,15 tot 20 jaar,0,0,0,0,9.16360307331342,41.855546247936765,11.218649336914384,8.46232842204823,3,0,0
Nederlands,Mannen,30 tot 35 jaar,0,0,1,0,7.128288076578341,50.48193100746876,7.295181205758363,7.4429375171547445,10,0,0
Nederlands,Vrouwen,20 tot 25 jaar,1,1,1,0,7.355393758896225,65.67911475802566,24.91270000914804,9.860239535915941,3,3,0
Nederlands,Vrouwen,30 tot 35 jaar,1,0,0,1,2.816675967922374,33.20357735000066,30.311696242464432,2.955434117613514,2,2,0
Nederlands,Mannen,40 tot 45 jaar,1,0,0,1,9.664344615269878,47.36263326592546,30.880282660957626,6.3903200960968745,4,4,1
Nederlands,Vrouwen,40 tot 45 jaar,0,1,0,0,8.596618173254308,47.78641353799613,16.869952477752463,4.13140635140554,1,1,1
Nederlands,Mannen,15 tot 20 jaar,1,0,0,0,9.094875671434362,65.83230261982774,16.660113947111462,8.32161822341208,6,1,0
Nederlands,Mannen,70 tot 75 jaar,1,0,0,0,14.154680670321177,52.572329821731365,20.558634132441938,1.8361031431683759,2,2,1
Totaal niet-Nederlandse nationaliteit,Vrouwen,55 tot 60 jaar,0,0,0,0,10.943201899463267,89.854509659875,22.464180433623163,4.930477669713529,1,0,1
Nederlands,Vrouwen,60 tot 65 jaar,1,1,1,1,1.215172782225293,85.95625512781925,10.150722858153998,4.870832455481603,6,1,1
Nederlands,Vrouwen,30 tot 35 jaar,0,1,1,1,10.760252298904868,52.69645523803688,14.53268794529628,2.5889642456353665,2,1,0
Nederlands,Vrouwen,30 tot 35 jaar,1,1,0,0,9.311099407283303,37.05536718462178,29.434431782391016,6.5177663820254,1,0,0
Nederlands,Mannen,45 tot 50 jaar,1,1,0,1,12.40635091251857,60.44435847101418,12.653295199817375,5.829465248911155,2,1,0
Nederlands,Vrouwen,30 tot 35 jaar,0,1,0,0,11.042838076319232,46.60160506637527,19.4689279194791,3.2220784060996572,1,3,0
Nederlands,Vrouwen,65 tot 70 jaar,1,0,0,1,7.81963919962164,72.16313462810483,14.225728213805978,5.787823948572725,5,3,0
Nederlands,Mannen,65 tot 70 jaar,1,0,1,1,17.160133544206975,45.20669531075758,10.72480334699614,2.659531830713064,7,6,0
Nederlands,Mannen,30 tot 35 jaar,0,1,0,1,10.588312634547211,61.20453138018576,18.166571497438,4.315515052874671,4,3,0
Totaal niet-Nederlandse nationaliteit,Mannen,40 tot 45 jaar,0,0,1,1,12.849230368172597,43.89683864626859,12.504638881685088,6.15303127930089,3,2,0
Nederlands,Vrouwen,55 tot 60 jaar,0,0,1,0,11.808626872854457,59.8010947062652,21.5065438153767,6.618108589382236,5,1,0
Nederlands,Mannen,40 tot 45 jaar,0,0,1,0,12.781714399835804,57.31419446678292,18.549144858642524,6.225806636126875,2,2,0
Nederlands,Vrouwen,65 tot 70 jaar,0,0,0,1,4.726923834385148,51.04292021172227,19.500588615457744,5.811690831490392,4,2,0
Nederlands,Vrouwen,65 tot 70 jaar,0,0,0,0,8.971848420126829,27.725137447014042,16.52766606584925,5.393553681747751,2,0,0
Nederlands,Vrouwen,15 tot 20 jaar,1,0,0,0,9.120227957311357,38.36204355533088,31.67888714123031,5.239646180897335,0,1,0
